player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Makel Green,199338,ED,TROY,1,0,0,,0,0,318,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jon Bocchino,199343,S,TROY,1,0,0,0.0,0,0,318,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
TJ Smith,199350,CB,TULANE,13,2,0,68.4,0,0,319,0,0,56.8,59.0,87.9,72.2,58.5,64.1,1,1,0,0,30,12.5,3,0,1,81.9,13,1,0,21,3,151,270,42,0,0,42,0,1,228,12,107,202,8,19,2,19,3,0,104,21,8.0
PaLanding Drammeh,199354,DI,TULANE,4,0,0,,0,0,319,0,0,,68.5,72.2,67.7,62.9,,0,1,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,10,10,6,3,0,1,0,0,3,7,0,0,0,0,0,1,0,0,0,
Warren Roberts Jr.,199360,ED,TULANE,1,0,0,,0,0,319,0,0,60.4,60.3,72.5,58.6,60.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,2,8,8,0,0,7,1,0,0,4,2,0,0,0,0,0,1,0,0,0,
Grayson McPherson,199365,LB,TULANE,1,0,0,,0,0,319,0,0,,60.9,64.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Josh Lewis,199372,ED,TULANE,4,0,0,,0,0,319,0,0,,63.6,73.4,58.5,65.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,18,18,0,0,8,10,0,0,14,4,0,0,0,0,0,0,0,0,0,
Hudson Ball,199378,ED,TULSA,12,10,0,0.0,0,0,320,1,0,54.2,68.0,89.8,57.2,74.1,67.2,3,6,0,0,,10.8,4,0,0,39.6,0,0,0,12,0,8,479,467,0,0,462,5,0,12,219,252,0,15,23,1,1,9,0,0,0,
Tony Williams,199388,S,UCF,1,2,0,,0,0,323,0,0,,57.3,69.0,,56.6,49.2,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,5,0,0,7,0,0,0,0,0,2,7,0,7,0,0,1,0,0,0,0,0,0,
Carl Jenkins Jr.,199391,WR,UCF,1,0,0,,0,0,323,0,0,,60.1,73.9,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Rukeem Stroud,199392,CB,UCF,2,0,0,100.0,0,0,323,0,0,46.0,48.7,73.2,,62.2,,0,0,0,0,19,,0,0,0,118.8,1,0,0,0,20,4,20,0,0,0,0,0,0,20,0,16,0,0,0,0,1,0,0,19,17,19.0
Mohamed Altayeb,199396,DI,UNLV,8,0,0,,0,0,325,0,0,60.0,44.2,77.1,54.1,40.5,23.2,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,1,68,68,0,59,2,7,0,0,37,30,0,1,1,0,0,0,0,0,0,
Quandarius Keyes,199397,CB,UNLV,14,0,0,48.4,0,0,325,0,0,75.5,74.7,83.4,56.7,65.3,76.1,0,0,1,2,44,6.3,1,4,1,57.1,15,0,0,23,350,232,384,0,0,0,0,0,0,384,2,150,9,4,15,1,31,0,1,229,128,15.3
Kenji Scanlan,199400,ED,UNLV,5,0,0,,0,0,325,0,0,60.2,68.2,78.6,69.0,60.4,78.1,1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,2,35,34,0,0,32,2,0,1,24,9,1,2,3,0,0,2,0,0,0,
Joshua Tuchek,199401,S,UNLV,1,0,0,,0,0,325,0,0,,60.8,68.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,
Eliah Logo,199404,DI,UNLV,6,1,0,,1,0,325,0,0,60.0,54.6,2.2,59.2,56.5,72.2,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,1,0,0,63,62,33,26,0,3,0,1,47,16,0,2,2,0,0,1,0,0,0,
Trestin Castro,199408,CB,USC,2,0,0,33.3,0,0,326,0,0,59.4,60.2,73.6,,61.4,74.2,0,0,0,0,5,0.0,0,0,0,42.4,1,0,0,1,23,12,24,0,0,0,0,0,0,24,0,12,0,0,1,0,3,0,0,5,2,5.0
Steve Miller,199409,S,USC,1,0,0,,0,0,326,0,0,60.8,61.9,69.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,2,8,0,0,0,0,0,6,8,0,6,0,0,0,0,0,0,0,0,0,
James Johnson,199413,HB,USC,1,0,0,,0,0,326,0,0,,55.0,62.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Alex Graham,199414,CB,USC,5,3,0,90.0,1,0,326,0,0,61.7,65.2,82.9,61.1,79.5,87.0,0,1,0,0,20,0.0,0,0,1,99.2,9,0,0,14,0,99,140,4,0,0,4,0,8,136,7,34,114,6,9,1,10,1,0,78,26,8.7
Jahkeem Stewart,199417,DI,USC,11,5,0,,0,0,326,1,0,60.6,66.6,0.0,64.1,72.1,52.8,3,4,0,1,,15.0,3,0,3,0.0,0,1,0,0,0,2,232,232,33,121,18,60,0,0,127,103,0,11,12,6,0,8,0,0,0,
Cash Jacobsen,199418,DI,USC,1,0,0,,0,0,326,0,0,,61.2,67.4,59.9,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,
Floyd Boucard,199421,DI,USC,10,3,0,,0,0,326,0,0,62.1,65.6,81.1,69.1,55.4,54.5,5,8,0,0,,11.1,1,0,0,0.0,0,1,0,0,0,0,173,173,12,115,21,25,0,0,117,56,0,6,5,1,0,14,0,0,0,
Victor Zidor,199424,S,USF,3,0,0,0.0,0,0,327,0,0,76.0,76.9,74.4,59.1,61.7,74.3,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,1,0,8,11,1,0,0,1,0,1,10,1,2,8,0,1,0,1,0,0,0,0,
Jabari Smith,199426,CB,USF,6,2,0,83.3,0,0,327,0,0,61.8,67.2,82.2,77.9,66.1,73.8,1,1,0,0,17,7.1,1,0,0,145.1,5,0,0,12,0,39,81,12,0,0,12,0,2,69,9,33,55,6,11,0,6,2,1,56,45,11.2
Eli Jones,199430,ED,USF,4,0,0,,0,0,327,0,0,,57.0,75.3,60.1,55.1,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,23,23,1,8,8,6,0,0,14,9,0,1,1,0,0,0,0,0,0,
Gavin Leach,199433,LB,USF,5,3,0,100.0,0,0,327,0,0,51.7,65.3,72.8,59.4,75.6,81.0,0,0,0,0,12,0.0,0,0,0,100.0,2,0,0,19,0,6,21,0,0,0,0,0,0,21,1,14,1,3,3,0,2,0,0,16,6,8.0
Nate Tilmon,199446,S,UTAH,11,5,0,80.0,0,0,328,0,0,62.4,64.3,79.3,63.5,64.3,61.2,1,6,0,0,39,17.6,3,0,1,158.3,4,1,0,78,3,74,184,11,0,0,11,0,44,173,15,95,48,4,9,0,5,8,1,77,29,19.3
Sione Motuapuaka,199447,TE,UTAH,2,0,0,,0,0,328,0,0,,65.2,71.5,57.3,63.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,8,8,2,6,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,
Cyrus Polu,199456,LB,UTAH,7,3,0,75.0,0,0,328,0,0,69.0,68.6,78.5,62.2,64.2,76.1,0,3,0,0,29,8.3,1,0,0,102.1,3,0,0,84,1,32,96,7,0,0,7,0,1,89,21,43,3,3,8,0,4,3,0,36,9,12.0
Karson Kaufusi,199461,DI,UTAH,12,1,0,,0,0,328,0,0,60.0,62.1,80.5,59.1,62.2,78.5,0,3,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,0,177,176,15,155,3,3,0,1,96,81,0,8,10,0,0,4,0,0,0,
Jason Stokes Jr.,199462,CB,UTAH,2,0,0,50.0,1,0,328,0,0,69.9,70.1,74.1,,61.3,74.2,0,0,0,0,4,0.0,0,1,1,56.3,1,0,0,1,25,20,29,0,0,0,0,0,0,29,0,9,3,1,1,0,2,0,0,4,3,4.0
Solo Barnes,199465,S,UTEP,12,11,1,67.9,0,1,330,1,0,82.2,79.6,55.1,79.1,71.0,78.6,1,3,0,2,37,10.4,8,3,1,60.3,19,1,0,341,2,399,803,8,0,0,8,0,379,795,16,388,73,21,58,1,28,5,0,211,81,11.1
Toric Goins Jr.,199470,WR,UTEP,1,0,0,,0,0,330,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Vashon Brunswick II,199472,LB,UTEP,4,1,0,100.0,0,0,330,0,0,65.7,69.7,77.1,59.0,71.2,81.8,0,1,0,0,6,0.0,0,0,0,91.7,1,1,0,51,0,24,64,2,0,0,2,0,0,62,10,30,11,4,5,1,1,2,0,6,0,6.0
TJ Tillman,199474,CB,UTEP,9,3,0,68.2,0,0,330,0,0,53.8,54.3,81.1,,56.9,46.6,0,0,0,0,21,23.1,3,0,1,103.4,15,0,0,12,198,116,212,0,0,0,0,0,0,212,0,96,2,0,7,0,22,0,1,155,79,10.3
Nik Henry,199475,WR,UTEP,1,0,0,,0,0,330,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Armoni Rue,199486,CB,UTSA,5,2,0,100.0,0,1,331,0,0,67.4,69.1,75.1,,69.4,82.6,0,0,0,0,41,0.0,0,0,0,118.8,2,0,0,10,44,31,55,0,0,0,0,0,1,55,0,24,0,1,5,0,2,0,0,61,28,30.5
Jaylan Jones,199487,DI,UTSA,3,0,0,,0,0,331,0,0,,58.5,73.7,48.5,66.5,22.1,0,1,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,17,17,9,8,0,0,0,0,10,7,0,0,0,0,0,1,0,0,0,
Trevon Hogan,199488,CB,UTSA,1,1,0,,0,0,331,0,0,66.1,66.7,71.2,,60.0,74.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,12,9,12,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,
Cam Upshaw Jr.,199489,S,UTSA,7,5,0,50.0,0,0,331,0,0,73.2,77.0,79.4,59.0,81.4,88.4,0,0,0,0,10,0.0,0,2,0,95.8,3,0,0,48,0,54,102,0,0,0,0,0,32,102,1,47,22,5,7,1,6,0,1,18,17,6.0
Mike Williams Jr.,199491,ED,UTSA,8,0,0,,0,0,331,0,0,,38.9,0.0,55.8,43.1,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,41,41,0,13,5,23,0,0,15,26,0,0,0,0,0,0,0,0,0,
Corey Walls,199497,DI,UTSA,4,0,0,,0,0,331,0,0,,75.1,74.8,67.3,73.4,72.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,0,27,2,5,0,0,22,12,0,2,2,0,0,0,0,0,0,
Josiah Pratt,199499,DI,WAKE,1,0,0,,0,0,339,0,0,,54.9,72.4,64.1,51.7,,1,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,13,13,4,9,0,0,0,0,9,4,0,0,0,0,0,2,0,0,0,
Freddie Gillens,199502,CB,WAKE,2,0,0,100.0,0,0,339,0,0,60.9,61.3,72.7,,60.0,73.1,0,0,0,0,25,0.0,0,0,0,158.3,1,0,0,1,17,12,18,0,0,0,0,0,0,18,0,6,0,1,1,0,1,0,1,25,4,25.0
Kadear Dembele,199505,DI,WAKE,4,1,0,,0,0,339,0,0,,62.7,0.0,59.5,69.2,75.7,1,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,60,60,0,43,1,16,0,0,35,25,0,3,4,0,0,2,0,0,0,
Rylon Dillard-Allen,199507,S,WASHINGTON,13,10,0,69.2,0,0,340,0,0,80.3,74.0,85.5,74.4,55.1,80.4,1,1,0,0,17,8.3,4,2,0,87.7,9,0,0,118,2,206,377,7,0,0,7,0,209,370,2,169,39,10,34,2,13,2,0,87,47,9.7
Zaydrius Rainey-Sale,199508,LB,WASHINGTON,8,9,0,63.2,0,0,340,0,0,70.7,67.7,22.2,51.9,68.3,61.8,1,2,0,1,27,17.2,5,3,2,61.7,12,1,0,204,2,130,266,22,0,0,22,0,0,244,20,116,38,11,15,0,19,4,0,132,63,11.0
Devin Hyde,199520,ED,WASHINGTON,8,2,0,,0,0,340,0,0,60.0,73.9,80.9,73.3,65.3,63.9,0,5,0,0,,16.7,1,0,0,0.0,0,1,0,0,0,1,70,68,0,5,60,3,0,2,47,22,0,3,3,0,0,6,0,0,0,
D'Aryhian Clemons,199521,CB,WASHINGTON,2,0,0,100.0,0,0,340,0,0,53.5,55.1,71.4,,60.8,76.2,0,0,0,0,20,0.0,0,0,0,118.8,1,0,0,2,2,5,13,0,0,0,0,0,5,13,0,8,4,0,1,0,1,0,0,20,6,20.0
Dylan Robinson,199528,CB,WASHINGTON,9,3,0,69.2,0,1,340,1,0,64.7,68.6,23.4,64.0,90.5,66.9,0,0,0,0,64,14.3,3,0,2,112.8,18,1,0,13,337,233,371,0,0,0,0,0,5,371,4,134,14,6,15,1,26,1,1,251,137,13.9
Dezmen Roebuck,199530,WR,WASHINGTON,1,0,0,,0,0,340,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Ramonz Adams Jr.,199532,CB,WASHINGTON,3,0,0,0.0,0,0,340,0,0,59.7,60.4,74.3,,61.6,,0,0,0,0,,,0,0,0,39.6,0,0,0,1,24,16,27,0,0,0,0,0,0,27,0,11,2,0,0,0,1,0,0,0,0,
Ishmael Gibbs,199534,CB,WASH STATE,1,0,0,100.0,0,0,341,0,0,65.7,66.5,68.6,,,74.2,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,4,0,4.0
Kyle Peterson,199537,S,WASH STATE,12,0,0,40.0,0,0,341,1,0,46.0,48.0,79.9,,56.8,35.4,0,0,0,0,13,33.3,3,0,0,49.6,2,0,0,19,3,73,111,0,0,0,0,0,79,111,0,38,10,0,6,0,5,0,0,17,15,8.5
Jamarey Smith,199538,CB,WASH STATE,3,1,0,66.7,0,0,341,0,0,48.9,45.9,0.0,60.0,61.5,23.8,0,0,0,0,18,50.0,2,0,2,106.3,2,0,0,3,36,29,41,0,0,0,0,0,0,41,1,11,1,0,1,0,3,0,0,35,12,17.5
Tyrence Crutcher,199541,CB,W VIRGINIA,4,1,0,100.0,0,0,343,0,0,61.9,67.4,75.8,,76.8,78.5,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,3,45,17,48,0,0,0,0,0,0,48,0,31,0,1,2,0,1,0,0,6,1,6.0
Brandon Caesar,199542,ED,W VIRGINIA,1,0,0,,0,0,343,0,0,,60.1,67.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,
Mike Hastie,199544,LB,W VIRGINIA,1,0,0,,0,0,343,0,0,,27.7,67.6,,35.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,
Wilnerson Telemaque,199545,ED,W VIRGINIA,1,0,0,,0,0,343,0,0,,60.5,64.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Chris Fileppo,199547,S,W VIRGINIA,9,3,0,100.0,0,0,343,0,0,53.6,51.1,81.3,59.8,47.7,49.6,0,2,0,0,50,23.1,3,0,0,118.8,4,0,0,32,0,46,104,14,0,0,14,0,24,90,7,51,34,5,7,1,4,2,0,79,23,19.8
Kennon Loftin,199549,LB,W KENTUCKY,1,0,0,,0,0,346,0,0,60.0,60.3,63.9,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,1,3,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,
Sekou Peters,199553,DI,W KENTUCKY,3,0,0,,0,0,346,0,0,,60.6,74.7,56.3,62.9,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,8,16,1,1,0,0,14,12,0,1,1,0,0,0,0,0,0,
Jordan Donald,199565,LB,W KENTUCKY,8,4,1,100.0,0,1,346,0,0,49.4,51.7,78.9,63.3,54.6,51.1,1,1,0,0,12,18.8,3,0,0,108.3,3,1,0,111,1,58,120,2,0,0,2,0,0,118,12,50,6,8,9,0,3,3,0,30,5,10.0
Matthew Jung,199566,S,WISCONSIN,12,18,0,78.9,0,0,349,0,0,62.2,64.2,86.4,58.6,66.6,67.8,0,1,0,0,33,14.9,10,0,0,140.6,15,0,0,305,1,352,628,2,0,0,2,0,201,626,2,274,119,9,39,1,19,1,2,177,73,11.8
Nicolas Clayton,199567,ED,WISCONSIN,6,0,0,,0,0,349,0,0,60.0,74.3,73.9,75.2,61.8,73.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,15,13,0,0,13,0,0,2,9,5,0,0,1,0,0,1,0,0,0,
Cairo Skanes,199568,CB,WISCONSIN,8,0,0,70.0,0,0,349,0,0,57.9,55.0,78.0,47.9,49.3,60.9,0,1,0,0,13,14.3,1,0,0,83.3,7,0,0,11,55,49,80,0,0,0,0,0,3,80,3,28,9,1,6,0,10,1,0,55,16,7.9
Grant Dean,199576,S,WISCONSIN,1,0,0,,0,0,349,0,0,62.6,62.6,68.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,7,0,6,9,0,0,0,0,0,1,9,0,3,1,0,0,0,0,0,0,0,0,
Cooper Catalano,199577,LB,WISCONSIN,11,20,0,76.2,0,0,349,0,0,65.2,69.4,80.4,66.1,69.6,59.9,0,2,0,0,20,15.7,11,2,0,92.4,16,2,0,350,0,173,362,1,0,0,1,0,1,361,14,175,10,17,39,3,21,4,0,135,91,8.4
Aamii Branch,199583,CB,AKRON,11,4,0,61.9,0,0,102,0,0,54.8,58.5,85.4,58.2,69.4,65.4,2,4,0,0,43,15.0,3,0,0,99.9,13,0,0,57,1,152,294,5,0,0,5,0,11,289,28,114,220,6,13,1,21,6,1,153,133,11.8
Markus Boswell,199587,LB,AKRON,11,3,0,83.3,0,1,102,1,0,35.2,41.0,81.6,68.1,45.1,49.6,0,0,0,1,28,23.8,5,0,0,118.8,5,2,0,175,0,83,199,18,0,0,18,0,0,181,23,93,6,8,13,0,6,2,1,85,64,17.0
Sherrod Smith,199589,CB,BOISE ST,11,3,0,33.3,1,0,120,0,0,73.7,73.0,81.6,60.0,61.2,57.7,0,1,0,1,22,20.0,4,4,2,38.9,8,0,0,25,233,162,268,0,0,0,0,0,4,268,1,105,6,3,13,0,24,1,1,72,32,9.0
Samuel Brooks,199592,S,BOISE ST,4,0,0,100.0,0,0,120,0,0,65.3,62.7,73.7,63.0,55.0,83.3,0,0,0,0,13,0.0,0,0,0,90.6,4,0,0,20,2,15,29,2,0,0,2,0,4,27,4,10,1,4,8,0,4,0,0,23,25,5.8
Arthur de Boachie,199596,S,BOISE ST,1,1,0,0.0,0,0,120,0,0,44.1,45.1,67.6,,60.0,76.2,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,2,0,3,5,0,0,0,0,0,1,5,0,2,2,0,0,0,1,0,0,0,0,
Mana Tuioti,199601,LB,BOISE ST,6,1,0,100.0,0,0,120,1,0,65.8,65.2,74.3,79.4,47.4,54.2,0,4,0,0,26,16.7,1,0,0,118.8,1,0,0,29,1,19,35,0,0,0,0,0,0,35,6,10,5,3,4,0,1,4,0,26,3,26.0
Njita Sinkala,199611,CB,BOSTON COL,1,0,0,,0,0,121,0,0,61.2,62.0,66.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,3,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,
Griffin Collins,199612,LB,BOSTON COL,6,2,0,100.0,0,0,121,0,0,78.7,50.4,75.3,60.4,34.6,77.5,0,1,0,0,2,7.1,1,0,0,79.2,2,0,0,69,0,17,72,1,0,0,1,0,0,71,7,48,2,3,11,1,2,1,0,1,8,0.5
TJ Green,199616,CB,BOSTON COL,9,6,0,76.5,0,1,121,0,0,61.9,62.5,88.3,63.7,61.0,66.5,0,1,0,0,44,12.9,4,2,0,107.8,26,1,0,48,1,196,334,15,0,0,15,0,1,319,12,126,268,12,21,0,34,2,1,263,158,10.1
Omarion Davis,199617,S,BOSTON COL,8,5,0,66.7,0,1,121,0,0,53.6,56.7,81.6,56.2,64.2,45.3,0,0,0,0,11,22.7,5,0,0,74.3,6,0,0,51,1,82,153,7,0,0,7,0,67,146,6,65,27,2,12,0,9,0,0,36,22,6.0
Ashton Cunningham,199618,CB,BOSTON COL,7,3,0,52.9,0,0,121,0,0,67.3,68.7,79.9,,71.3,69.8,0,0,0,0,38,10.0,1,4,1,119.5,9,0,0,11,126,90,142,0,0,0,0,0,0,142,0,52,5,1,6,0,17,0,2,139,38,15.4
Amare Adams,199625,DI,CLEMSON,10,3,0,,0,0,140,0,0,,55.7,78.9,54.7,57.0,75.2,0,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,110,110,7,98,0,5,0,0,64,46,0,0,2,0,0,4,0,0,0,
Jakarrion Kenan,199627,S,CLEMSON,1,0,0,,0,0,140,0,0,49.5,50.8,73.0,,57.3,38.6,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,3,0,9,17,0,0,0,0,0,12,17,0,8,2,1,2,1,0,0,0,0,0,
Ari Watford,199632,ED,CLEMSON,1,0,0,,0,0,140,0,0,,62.2,72.7,58.8,62.0,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,2,5,0,0,1,0,0,0,0,0,0,
Jawarren Corbin,199643,LB,DELAWARE,3,0,0,100.0,0,0,151,0,0,65.2,71.5,73.8,67.6,64.7,77.8,0,0,0,0,9,0.0,0,0,0,104.2,1,1,0,22,0,17,22,0,0,0,0,0,0,22,3,2,0,3,2,0,1,1,0,9,1,9.0
Alex Adebayo,199645,CB,DELAWARE,1,0,0,,0,0,151,0,0,55.3,55.1,69.5,,60.0,74.2,0,0,0,0,,,0,0,0,0.0,0,0,0,0,7,6,7,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,
AJ Graham,199648,S,DELAWARE,2,0,0,,0,0,151,0,0,61.4,61.6,71.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,5,8,0,0,0,0,0,4,8,0,3,1,0,0,0,0,0,0,0,0,
Julius Puryear,199649,LB,DELAWARE,2,1,0,100.0,0,0,151,0,0,45.6,48.1,69.7,58.6,62.7,76.0,0,0,0,0,18,0.0,0,0,0,112.5,3,0,0,12,0,8,12,0,0,0,0,0,0,12,2,2,0,0,1,0,3,0,0,33,16,11.0
Khmari Johnson,199657,LB,FAU,12,13,1,90.5,0,0,165,1,0,50.1,65.3,42.7,86.3,66.9,44.9,7,10,0,0,40,23.8,15,0,2,106.2,19,1,0,328,0,162,394,58,0,0,58,0,0,336,45,187,8,18,35,3,21,18,0,199,167,10.5
Terez Reid,199659,CB,FAU,12,8,0,51.1,0,1,165,0,0,75.8,78.4,44.2,63.3,87.3,83.1,0,0,0,1,29,5.8,3,3,3,75.7,23,0,0,36,557,334,604,5,0,0,5,0,0,599,3,267,6,13,41,4,45,0,3,195,77,8.5
Josh Roberts,199661,ED,FAU,12,7,0,66.7,0,1,165,0,0,78.9,60.7,60.7,61.2,47.8,64.1,2,7,0,1,15,19.2,5,1,1,44.4,4,3,0,8,0,50,316,297,0,0,281,16,0,19,132,134,11,14,14,2,6,12,0,38,29,9.5
Nimari Brantley,199662,DI,FAU,1,0,0,,0,0,165,0,0,,61.3,67.4,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
Damon Allen,199672,CB,FAU,11,2,0,72.2,0,0,165,0,0,49.3,57.8,86.5,73.3,66.1,58.8,2,4,0,0,46,18.5,5,1,0,126.9,13,2,0,34,2,114,252,54,0,0,54,0,3,198,19,119,159,13,20,1,18,8,1,199,98,15.3
Zion Paret,199674,CB,FAU,11,1,0,68.8,0,0,165,0,0,59.5,58.7,9.4,63.8,58.5,58.7,1,1,0,0,46,17.4,4,1,1,148.7,11,0,0,22,247,136,275,0,0,0,0,0,0,275,4,135,6,5,18,0,16,2,3,191,34,17.4
Tae Harris,199685,S,GA TECH,9,4,0,57.1,0,1,176,0,0,76.7,74.4,82.2,59.6,65.7,59.8,0,0,0,0,20,18.5,5,2,0,78.9,4,0,0,50,0,119,203,2,0,0,2,0,123,201,2,82,27,4,18,0,7,0,0,49,12,12.3
Derry Norris Jr.,199686,DI,GA TECH,1,0,0,,0,0,176,0,0,,42.2,0.0,59.8,59.8,70.2,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,
Blake Belin,199688,DI,GA TECH,1,0,0,,0,0,176,0,0,,73.1,69.6,59.8,70.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,
Carrington Coombs,199689,ED,GA TECH,1,0,0,,0,0,176,0,0,,65.9,72.1,59.9,62.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,
Dalen Penson,199690,CB,GA TECH,3,1,0,,0,0,176,0,0,58.2,58.9,75.8,,61.5,73.5,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,1,27,18,29,0,0,0,0,0,0,29,0,11,0,0,0,0,0,0,0,0,0,
Christian Garrett,199691,ED,GA TECH,4,5,0,,0,0,176,0,0,,72.6,77.5,70.8,67.7,78.4,0,2,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,0,51,51,0,7,41,3,0,0,26,25,0,2,0,0,0,4,0,0,0,
Andre Fuller Jr.,199692,ED,GA TECH,11,5,0,100.0,0,0,176,0,0,60.1,60.1,87.6,55.3,62.3,73.8,2,5,0,0,18,8.7,2,0,0,118.8,2,0,0,1,0,28,265,263,0,1,256,6,0,2,114,123,1,12,16,2,2,7,0,29,14,14.5
