player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jake Weir,146840,QB,HOUCHR,11,59.6,183,196,10.2,2.71,2,6,2.9,49.5,97,0,82,11.0,225,12,42,183,47.1,52.0,52.1,50.8,9,6,234,1,26.8,52.9,9.8,22,7,0,2,2,12,5.1,892,4.6
Aiden McCown,178971,QB,LAMAR,11,69.1,175,193,8.8,3.06,4,6,2.9,57.5,111,0,79,8.3,243,10,73,204,30.0,57.1,56.4,56.6,3,6,259,0,16.5,85.3,5.3,13,37,0,11,10,10,3.9,1433,7.4
Logan Inagawa,206029,QB,DRAKE,11,71.7,180,189,8.3,3.06,2,9,4.5,67.7,128,0,92,0.8,232,1,80,153,62.2,67.7,65.8,63.6,0,4,245,2,16.3,95.9,6.5,15,25,0,7,9,12,4.9,1376,7.3
Cade McNamara,101620,QB,E TENN ST,8,74.6,177,187,8.2,2.44,5,12,5.9,66.3,124,0,62,6.1,212,8,65,157,77.0,86.8,85.8,66.9,0,6,227,0,22.6,85.0,6.6,14,11,1,4,7,3,1.3,1282,6.9
Brennan Myer,192760,QB,BRYANT,5,69.2,172,185,10.6,2.87,5,12,6.1,56.2,104,0,71,12.6,206,15,68,124,53.6,81.3,78.7,68.6,3,7,219,0,14.1,72.6,4.9,10,11,1,4,7,10,4.6,1193,6.4
Johnny Weber,192878,QB,SE MO ST,6,69.2,172,179,8.8,2.61,1,6,3.1,59.2,106,0,46,10.9,201,13,57,293,54.2,62.8,65.7,44.2,0,5,217,0,30.4,80.5,7.0,14,8,0,6,8,9,4.1,1108,6.2
Destin Wade,163784,QB,N ALABAMA,9,62.3,162,177,11.1,2.84,2,13,6.8,52.5,93,0,71,7.9,213,8,59,389,65.8,72.6,63.4,75.2,0,3,229,1,14.1,85.1,4.7,10,25,0,13,10,4,1.7,1165,6.6
Ashton Strother,208047,QB,SOUTHERN U,9,60.5,162,177,10.1,2.73,3,3,1.6,51.4,91,0,60,7.1,209,7,51,297,57.5,52.4,53.5,52.5,0,5,219,1,18.3,66.8,5.3,11,21,2,10,4,7,3.2,1111,6.3
Nate Bell,170673,QB,E WASHGTON,9,63.3,166,176,9.3,3.17,5,8,4.2,53.4,94,0,79,10.5,213,11,47,161,43.2,79.2,61.5,88.3,0,6,232,1,16.5,69.5,6.1,13,24,0,5,7,11,4.7,1006,5.7
Ryan Stubblefield,123838,QB,SCAR STATE,9,67.5,166,176,10.8,2.44,1,13,7.1,55.1,97,0,50,13.4,208,15,68,290,62.0,75.4,74.4,71.6,2,4,215,7,26.0,81.5,6.3,13,18,1,6,7,5,2.3,1256,7.1
Zach Tanner,159923,QB,ROB MORRIS,8,57.9,159,173,11.3,2.58,6,8,4.4,49.1,85,0,55,7.6,196,7,58,277,45.2,58.5,59.9,50.3,0,2,203,3,23.6,85.0,6.6,13,10,2,6,11,6,3.0,1061,6.1
Ron Peace,186224,QB,TXAMCO,6,62.5,160,173,11.7,2.57,2,15,8.4,53.8,93,0,69,7.0,198,7,60,1139,24.6,80.1,78.9,64.5,0,5,203,0,18.8,79.4,6.6,13,12,3,8,6,11,5.4,1371,7.9
Ralph Rucker IV,144625,QB,BUCKNELL,7,75.3,162,172,9.7,3.06,1,13,7.2,68.0,117,0,94,4.1,223,5,82,125,67.7,81.6,81.7,63.6,1,4,236,0,24.5,108.3,10.3,23,28,1,7,11,8,3.4,1564,9.1
Raymond Moore III,201451,QB,MORGAN ST,8,63.8,160,169,10.0,3.12,4,3,1.7,53.8,91,0,83,10.8,244,11,74,235,27.7,58.0,43.9,78.0,3,7,258,1,27.7,73.1,9.4,23,50,0,2,9,16,6.2,1041,6.2
Cal Swanson,174033,QB,HOLY CROSS,6,65.0,157,168,8.9,2.65,4,8,4.5,52.4,88,0,72,13.7,211,14,55,181,77.2,66.4,64.5,65.5,3,5,221,2,25.0,71.5,8.5,18,22,0,4,6,5,2.3,1058,6.3
C'zavian Teasett,178078,QB,GRAMBLING,7,67.9,156,166,8.7,2.72,2,6,3.6,58.4,97,0,54,8.5,181,9,57,177,30.1,62.6,62.0,59.8,0,4,183,1,11.1,87.2,3.3,6,9,0,8,9,7,3.8,1131,6.8
Braden Davis,158114,QB,HAMPTON,10,73.3,150,165,6.7,2.75,6,2,1.1,61.8,102,0,60,7.3,207,8,52,178,27.1,47.1,45.9,55.0,1,8,226,3,46.7,68.6,13.5,28,14,1,7,4,9,4.0,1073,6.5
Andrew Body,155202,QB,ALABAMA ST,8,76.4,157,162,10.0,2.91,2,8,4.7,70.4,114,0,46,5.0,203,6,88,105,48.3,91.2,80.6,91.0,2,1,214,1,23.9,142.8,5.4,11,29,0,1,20,5,2.3,1753,10.8
Ty Dieffenbach,170114,QB,CAL POLY,9,64.3,157,161,10.6,2.62,2,10,5.9,57.8,93,0,35,7.9,196,8,69,129,51.6,60.8,58.7,61.4,1,9,205,0,25.7,79.3,4.6,9,26,0,1,9,10,4.9,1303,8.1
Chris Zellous,153319,QB,STNY BROOK,7,70.0,150,159,7.2,2.51,1,8,4.6,62.3,99,0,65,5.7,190,6,50,303,64.4,64.3,53.0,76.1,2,3,205,2,21.5,90.6,7.4,14,17,0,6,7,9,4.4,1137,7.2
Bryce Schondelmyer,171537,QB,DAYTON,7,74.3,148,156,9.9,2.43,1,12,7.6,66.7,104,0,40,5.5,174,6,59,150,48.8,86.8,87.0,57.9,2,0,176,0,20.0,128.9,4.6,8,6,0,5,16,2,1.1,1388,8.9
JaCobian Morgan,123050,QB,JACKSON ST,7,70.0,140,156,10.9,2.67,5,11,6.8,60.3,94,0,49,4.1,179,4,61,194,65.5,89.5,80.8,84.5,1,2,185,0,10.2,102.1,2.8,5,18,2,8,11,4,2.2,1185,7.6
Timmy McClain,144488,QB,BETH COOK,9,79.9,139,153,7.6,2.78,0,7,4.3,71.2,109,0,69,1.8,176,2,64,119,35.7,72.4,71.6,63.9,2,2,188,3,15.9,103.9,6.3,11,12,2,10,7,8,4.3,1197,7.8
Jake Schakel,191466,QB,E WASHGTON,4,77.0,139,153,8.9,2.81,5,7,4.3,68.0,104,0,53,2.8,175,3,51,161,54.0,82.3,82.9,56.7,2,3,186,1,24.5,86.5,7.4,13,9,1,6,4,4,2.2,1000,6.5
Brandon Nunez,183978,QB,MS VLY ST,10,60.7,140,151,8.3,2.34,2,6,3.8,49.7,75,0,38,11.8,156,10,37,228,28.9,53.5,51.1,58.5,1,9,162,1,5.3,52.1,1.3,2,3,0,8,4,12,7.4,891,5.9
Frankie Weaver,191675,QB,MONMOUTH,5,74.0,146,150,7.9,2.28,4,4,2.6,66.0,99,0,25,8.3,160,9,57,231,45.6,61.9,60.2,60.0,0,3,165,0,40.0,113.5,6.3,10,0,0,0,13,7,4.2,1292,8.6
Connor Wolf,191443,QB,E ILLINOIS,10,67.6,136,150,9.4,2.73,5,5,3.3,58.0,87,0,71,5.4,175,5,49,158,64.1,62.0,62.5,57.8,2,4,179,1,21.1,87.8,8.6,15,10,0,7,8,5,2.8,1104,7.4
Cole LaCrue,170324,QB,E ILLINOIS,10,64.0,136,148,9.9,2.81,7,6,3.9,54.7,81,0,68,6.9,193,6,58,158,40.5,75.4,56.5,85.4,3,7,200,2,36.8,60.7,13.0,25,20,0,2,4,7,3.5,842,5.7
Dijon Jennings,156891,QB,WEBER ST,7,75.0,140,148,6.9,2.76,2,2,1.3,66.2,98,0,45,6.7,171,7,42,342,67.6,58.3,59.3,53.1,2,5,183,1,17.8,75.6,4.7,8,15,0,4,4,6,3.3,832,5.6
Cardell Williams,156190,QB,SACRAMENTO,10,63.9,144,146,11.2,2.86,0,10,6.5,60.3,88,0,44,4.3,171,4,53,279,52.3,63.0,57.0,64.4,1,6,180,2,31.8,94.1,8.2,14,11,0,1,9,14,7.8,1346,9.2
Nate Hampton,147548,QB,GARD-WEBB,6,66.7,129,143,12.8,3.13,1,12,8.1,58.7,84,0,57,2.3,178,2,56,171,37.3,75.2,78.8,59.0,3,1,184,0,14.0,107.8,4.5,8,27,0,10,10,4,2.2,1247,8.7
Kael Alexander,189294,QB,STETSON,7,65.4,130,140,10.7,2.58,1,9,6.2,54.3,76,0,31,10.6,149,9,40,302,59.9,53.1,56.6,45.5,0,5,155,3,9.7,79.1,2.0,3,6,0,9,8,9,5.8,928,6.6
Jacolby Criswell,122830,QB,E TENN ST,8,71.1,128,138,11.9,2.64,0,10,6.7,60.9,84,0,52,7.7,165,7,65,157,67.1,90.2,85.8,76.9,3,2,179,0,19.2,102.6,6.1,10,17,1,6,9,1,0.6,1130,8.2
Richard Torres,156456,QB,INCAR WORD,6,69.6,125,130,9.3,2.36,1,8,6.0,64.6,84,0,30,3.4,144,3,41,189,59.2,65.8,67.2,47.0,0,5,147,0,30.0,73.8,6.3,9,5,0,4,3,6,4.1,819,6.3
Jaden Keefner,174907,QB,BRYANT,5,63.3,120,129,11.0,2.57,1,6,4.4,51.2,66,0,45,13.2,144,10,48,124,78.0,77.4,75.8,66.2,3,3,152,0,6.7,71.8,2.1,3,12,1,4,4,4,2.6,819,6.3
Ean Rodrigue,178002,QB,NICHOLLS,8,74.6,122,129,6.4,2.71,4,2,1.4,65.9,85,0,44,6.6,149,6,46,243,29.4,65.5,70.1,54.6,0,1,159,0,15.9,98.7,4.7,7,13,1,2,6,2,1.3,910,7.1
Robert Coleman,76149,QB,LAMAR,7,74.3,113,126,5.6,2.66,2,1,0.8,61.1,77,0,56,8.3,148,7,33,204,53.0,59.1,63.8,53.1,1,4,151,4,25.0,70.7,9.5,14,7,0,10,3,2,1.3,695,5.5
Cornelious Brown IV,98356,QB,ALAB A&M,4,78.4,116,125,7.6,2.52,4,6,4.6,64.0,80,0,43,12.1,140,11,52,104,45.7,73.1,69.0,73.9,1,1,146,1,9.3,106.0,2.9,4,10,0,4,7,7,4.8,1059,8.5
Chris Dietrich,190659,QB,BUCKNELL,6,71.8,117,125,9.3,2.94,2,7,5.5,64.0,80,0,49,4.8,155,4,47,125,73.6,69.0,71.1,53.3,4,4,160,0,24.5,95.3,7.7,12,18,1,1,9,5,3.1,877,7.0
Maddox Kopp,144251,QB,HOUCHR,7,65.8,111,125,12.2,2.98,2,7,5.3,53.6,67,0,54,8.2,159,6,39,183,53.1,66.3,62.8,65.9,4,2,167,0,31.5,80.1,10.7,17,17,1,7,5,6,3.6,799,6.4
Chris Irvin,146491,QB,W ILLINOIS,5,62.5,112,120,10.3,2.55,1,5,3.9,50.0,60,0,51,14.3,139,10,34,345,62.5,68.1,66.8,64.9,5,3,148,2,21.6,70.3,7.9,11,8,0,2,5,3,2.0,666,5.6
Kobe Muasau,185530,QB,MORGAN ST,6,74.1,112,119,7.0,2.52,2,6,4.8,63.9,76,0,52,8.4,141,7,38,235,20.0,66.9,68.1,57.2,0,3,148,2,19.2,85.1,7.1,10,10,0,5,4,10,6.8,832,7.0
Jack Stevens,185814,QB,WAGNER,9,68.1,113,119,7.4,2.53,4,3,2.4,60.5,72,0,51,6.5,155,5,34,338,69.1,45.7,37.0,64.7,1,8,163,4,39.2,48.7,12.9,20,16,0,1,2,8,4.9,531,4.5
Zach Osborne,160474,QB,COLGATE,7,65.5,113,118,12.4,2.28,4,11,8.7,57.6,68,0,35,8.1,131,6,47,142,80.7,79.6,76.4,69.9,0,3,139,0,8.6,103.7,2.3,3,10,0,1,9,5,3.6,1098,9.3
Jared Lockhart,201210,QB,JACKSON ST,7,74.6,114,116,10.9,3.11,2,6,4.9,68.1,79,0,44,7.1,146,6,53,194,23.7,64.5,74.8,45.7,0,3,155,2,20.5,114.4,6.2,9,21,0,0,8,6,3.9,1207,10.4
Kyle Lowe,156595,QB,SE LA,12,75.0,108,115,6.1,2.13,3,5,4.3,65.2,75,0,26,7.4,128,6,42,294,50.0,80.7,80.2,68.0,2,4,130,1,15.4,96.4,3.1,4,6,0,2,8,2,1.5,863,7.5
Ashten Snelsire,159175,QB,RICHMOND,8,60.6,109,115,10.9,2.63,3,9,7.4,53.0,61,0,36,7.6,125,5,39,276,80.4,56.9,50.5,65.6,2,5,132,2,13.9,83.0,4.0,5,5,0,1,8,9,6.8,872,7.6
Jackson Gilkey,174092,QB,WEBER ST,5,60.6,109,115,11.8,2.39,2,7,5.8,51.3,59,0,30,10.6,126,7,31,342,55.1,65.8,60.3,67.7,1,9,132,0,20.0,48.9,4.8,6,4,0,3,4,9,6.8,693,6.0
Reggie Graff,165710,QB,UTAHTC,11,65.7,108,115,7.1,2.46,2,2,1.7,52.2,60,0,34,15.5,130,11,36,1285,47.3,68.6,60.1,71.9,3,4,135,2,11.8,58.8,3.1,4,10,0,2,3,5,3.7,526,4.6
Luca Stanzani,159449,QB,LIUSHAR,8,66.0,106,115,8.5,2.56,6,4,3.3,57.4,66,0,34,5.7,136,4,39,1298,68.2,70.9,60.1,76.3,0,3,142,1,29.4,68.6,7.4,10,11,0,3,3,5,3.5,576,5.0
Cam'Ron McCoy,157481,QB,SOUTHERN U,10,61.9,105,114,10.5,2.68,2,11,9.3,46.5,53,1,54,18.5,149,12,38,297,28.3,66.2,65.6,61.8,4,2,153,3,22.2,71.9,8.1,12,23,1,2,5,7,4.6,651,5.7
Bo Kelly,158923,QB,CAL POLY,7,68.6,105,112,10.4,2.72,2,8,6.5,56.3,63,0,43,12.5,123,9,31,129,74.2,64.5,63.3,59.2,1,2,135,1,14.0,88.9,4.9,6,5,0,4,7,5,3.7,714,6.4
Jaxon Dailey,156650,QB,N IOWA,8,69.3,101,109,9.5,2.84,2,5,4.2,60.6,66,0,49,5.7,133,4,33,255,56.2,67.7,66.5,63.4,2,5,145,1,20.4,86.3,7.5,10,14,0,4,7,6,4.1,823,7.6
Te'Sean Smoot,163976,QB,ALABAMA ST,7,75.7,103,108,9.3,2.46,2,8,7.3,68.5,74,0,14,5.1,116,4,54,105,74.9,90.8,90.8,65.4,0,1,118,0,7.1,132.0,0.9,1,6,3,0,10,1,0.8,1188,11.0
Jack Henry,192029,QB,S DAK ST,6,60.4,101,106,12.7,2.74,2,3,2.7,54.7,58,0,33,4.9,129,3,36,292,62.7,58.6,58.3,57.5,1,6,135,0,33.3,63.2,8.5,11,12,0,2,5,8,5.9,594,5.6
Tevin Carter,157995,QB,PRVIEW A&M,9,67.0,97,105,7.5,2.77,1,9,7.8,56.2,59,0,38,9.2,126,6,27,270,30.0,68.3,60.5,71.5,2,2,137,1,13.2,74.7,4.0,5,16,0,5,3,6,4.4,609,5.8
Luther Richesson,183971,QB,CENT ARK,5,72.3,94,99,9.3,2.6,0,5,4.7,61.6,61,0,35,10.3,121,7,37,132,50.8,77.7,69.6,77.9,3,3,129,1,45.7,91.6,13.2,16,6,1,1,6,4,3.1,726,7.3
Hayden Benoit,209683,QB,GRAMBLING,4,63.8,94,99,9.3,2.57,3,5,4.9,54.5,54,0,28,10.0,119,6,33,177,57.9,58.3,59.5,54.4,1,3,123,1,25.0,83.4,5.9,7,12,0,1,6,7,5.7,672,6.8
Chris Stephenson,178446,QB,STETSON,7,59.1,93,99,7.2,2.57,1,2,1.9,54.5,54,0,38,1.8,123,1,30,302,31.1,71.1,51.3,79.4,3,4,130,3,21.1,56.5,6.5,8,16,0,2,2,5,3.8,453,4.6
Ari Patu,146360,QB,N ALABAMA,6,59.1,88,95,8.9,2.5,1,2,1.9,50.5,48,0,25,7.7,105,4,25,389,36.7,50.9,47.2,59.8,0,4,116,0,20.0,66.9,4.8,5,5,0,6,5,7,6.0,517,5.4
Cooper Panteck,203080,QB,ROB MORRIS,4,55.8,86,95,12.2,2.27,3,6,6.1,47.4,45,0,25,6.3,100,3,24,277,54.0,54.0,56.4,42.4,1,4,103,0,12.0,56.6,3.0,3,2,1,4,2,7,6.8,584,6.1
Ethan Greenwood,161869,QB,LIUSHAR,7,64.4,87,94,12.3,3.34,3,5,5.2,55.3,52,0,41,7.1,114,4,36,1298,53.4,67.3,75.5,59.5,2,3,116,2,12.2,74.1,4.4,5,15,0,2,3,3,2.6,645,6.9
Tyler Voss,157830,QB,SAN DIEGO,5,62.2,90,92,8.0,2.48,1,2,2.1,58.7,54,0,20,3.6,99,2,21,283,73.1,53.0,52.0,66.2,0,0,103,4,10.0,81.5,2.0,2,5,1,0,3,2,1.9,433,4.7
Quentin Hayes,186423,QB,CITADEL,12,65.1,86,91,11.6,2.92,1,9,9.0,61.5,56,0,41,0.0,114,0,35,139,42.6,73.1,59.2,74.9,2,4,123,2,26.8,105.5,9.6,11,12,0,2,8,7,5.7,898,9.9
Baxter Wright,192540,QB,MURRAY ST,8,78.4,88,90,5.5,2.39,0,1,1.1,75.6,68,0,30,1.4,114,1,30,236,51.4,64.1,66.0,57.9,0,1,120,0,33.3,93.7,8.8,10,13,0,2,2,2,1.7,558,6.2
Dominic Campanile,201034,QB,HOLY CROSS,4,75.3,77,89,7.0,2.99,4,4,4.3,59.6,53,0,46,8.6,108,5,20,181,57.5,66.4,65.7,62.1,1,1,112,1,23.9,74.8,10.2,11,8,0,7,1,2,1.8,514,5.8
Jordan Barton,86281,QB,WAGNER,6,71.6,81,88,8.0,2.97,4,5,5.4,60.2,53,0,42,8.6,115,5,30,338,22.3,54.3,62.1,44.9,1,3,120,2,21.4,79.0,7.8,9,18,0,2,4,6,5.0,545,6.2
Jonathan Palmer,201866,QB,TENN STATE,6,64.9,77,88,8.6,2.41,2,3,3.2,54.5,48,0,39,4.0,94,2,15,308,72.6,53.3,52.8,61.1,2,6,100,1,12.8,42.8,5.3,5,1,0,7,1,2,2.0,420,4.8
Danny Lauter,162145,QB,GEORGETOWN,3,73.2,82,86,8.7,2.22,0,1,1.1,62.8,54,0,26,10.0,89,6,34,172,52.2,68.3,71.3,41.7,3,1,94,0,3.8,99.0,1.1,1,2,1,0,5,2,2.1,621,7.2
Bennett Judy,177955,QB,W CAROLINA,3,75.3,73,83,6.9,2.26,3,0,0.0,60.2,50,0,37,9.1,92,5,19,344,59.3,60.1,59.2,64.4,3,2,97,1,16.2,75.6,6.5,6,3,0,4,3,3,3.1,424,5.1
Anthony Grigsby Jr.,184188,QB,CAL POLY,5,58.4,77,83,14.2,2.87,1,6,7.0,53.0,44,0,36,2.2,98,1,30,129,58.2,64.5,63.8,63.6,0,4,101,1,19.4,88.9,7.1,7,8,0,5,6,4,4.0,769,9.3
Gavin Rutherford,178188,QB,STF AUSTIN,9,78.1,73,82,8.7,2.82,4,5,5.6,62.2,51,0,30,10.5,95,6,36,301,26.4,70.4,69.8,62.6,3,2,103,0,6.7,95.7,2.1,2,11,0,2,6,6,5.8,542,6.6
Ridge Docekal,158965,QB,BRYANT,4,62.9,70,80,10.5,2.81,1,6,7.0,48.8,39,0,32,11.4,83,5,19,124,52.2,65.8,64.8,63.7,1,5,89,2,6.3,43.0,2.4,2,1,0,8,1,3,3.4,426,5.3
Drew VanVleet,177653,QB,DAYTON,6,70.8,72,79,10.5,2.53,4,6,7.1,59.5,47,0,26,7.8,91,4,29,150,72.7,64.9,68.1,52.9,1,4,96,2,42.3,80.7,12.1,11,1,0,2,5,4,4.2,551,7.0
Jared Taylor,170695,QB,E WASHGTON,3,59.5,74,79,7.9,2.59,1,0,0.0,50.6,40,0,34,9.1,82,4,15,161,80.7,59.9,48.4,70.0,1,0,85,0,2.9,62.6,1.2,1,2,0,3,0,2,2.4,348,4.4
Battle Alberson,192097,QB,CHATTNOOGA,3,69.9,73,79,10.2,2.79,1,4,4.9,60.8,48,0,34,5.9,98,3,39,137,48.5,68.8,67.3,62.6,1,3,101,0,20.6,91.1,7.1,7,12,0,4,5,3,3.0,628,7.9
Bryce Patterson,160569,QB,MOREHEAD,5,62.0,71,78,11.5,3.08,3,4,4.8,55.1,43,0,37,2.3,101,1,33,234,54.9,49.4,48.7,56.0,3,4,106,0,16.2,63.8,5.9,6,17,0,1,2,6,5.7,536,6.9
Kingston Tisdell,202557,QB,WEBER ST,4,63.9,72,76,7.8,2.33,1,2,2.6,56.6,43,0,15,6.5,77,3,19,342,49.9,39.9,40.8,58.2,1,2,77,2,6.7,75.7,1.3,1,0,0,2,3,5,6.5,442,5.8
Caleb Sanchez,191601,QB,COLUMBIA,4,60.9,69,75,9.7,2.81,3,2,2.6,50.7,38,0,26,9.5,81,4,21,145,71.8,47.6,47.0,57.5,0,1,84,0,15.4,70.5,4.9,4,2,0,3,2,3,3.6,411,5.5
Jayden Whitaker,186934,QB,WOFFORD,5,61.2,67,74,9.3,2.99,2,4,5.0,48.6,36,1,45,12.2,94,5,20,350,35.7,55.6,57.4,53.3,2,1,100,1,24.4,72.9,11.7,11,9,0,3,2,3,3.0,478,6.5
Will O'Dell,206486,QB,MARIST,8,74.3,70,74,8.6,2.66,2,6,7.1,63.5,47,0,32,9.6,97,5,29,213,23.8,61.1,66.1,53.2,1,4,110,0,15.6,69.3,5.2,5,17,0,1,2,4,3.6,494,6.7
Luke Marble,188423,QB,S DAK ST,5,65.2,66,73,8.6,2.87,2,4,5.3,57.5,42,0,30,2.3,88,1,23,292,55.2,52.2,51.5,57.4,2,2,91,2,20.0,85.4,6.8,6,9,0,3,4,8,8.8,500,6.8
Blaine Hipa,167662,QB,PRINCETON,8,68.2,66,73,10.4,3.02,1,4,5.1,56.2,41,0,24,8.9,88,4,23,272,39.9,60.2,56.3,64.2,1,1,95,1,29.2,69.1,8.0,7,7,0,5,0,3,3.2,454,6.2
Colin Parachek,160568,QB,ALBANY,3,57.4,68,72,12.0,2.93,0,1,1.4,44.4,32,0,27,17.9,89,7,25,106,53.3,55.4,52.7,64.4,1,2,90,1,18.5,50.2,5.6,5,12,0,3,1,4,4.4,312,4.3
Braden Graham,191899,QB,HOLY CROSS,4,66.2,71,72,7.3,2.03,0,0,0.0,56.9,41,0,16,12.8,76,6,21,181,71.6,43.3,41.6,60.1,0,2,79,0,18.8,64.3,3.9,3,0,0,1,2,5,6.3,295,4.1
Daniel Greek,126950,QB,TARLETON,8,76.5,68,72,15.4,2.72,0,9,12.2,68.1,49,0,19,5.8,80,3,36,401,62.7,92.5,94.0,64.5,2,1,83,0,10.5,135.8,2.5,2,6,1,1,8,2,2.4,791,11.0
Tyrese Smith,185065,QB,PORTLAND,10,66.7,66,70,11.5,2.77,1,5,6.8,60.0,42,0,31,4.5,84,2,23,269,84.5,79.3,66.3,78.5,0,4,88,4,25.8,72.7,9.5,8,6,0,3,2,4,4.5,586,8.4
Caron Tyler,177813,QB,VALPO,7,65.6,64,67,6.9,2.61,2,2,2.9,59.7,40,0,30,4.8,97,2,24,332,76.7,49.0,55.8,48.3,1,2,100,1,33.3,74.2,10.3,10,20,0,0,2,4,4.0,400,6.0
Devin Page,177490,QB,CORNELL,3,54.0,63,67,8.3,3.0,1,4,5.7,47.8,32,0,25,5.9,75,2,22,147,38.5,49.7,41.0,66.9,1,7,80,0,12.0,39.4,4.0,3,5,0,2,3,8,10.0,357,5.3
Jayden Sauray,162802,QB,DELWARE ST,10,62.5,64,66,12.5,3.09,0,4,5.6,59.1,39,0,36,2.5,85,1,24,152,74.4,65.4,68.8,55.3,0,3,91,2,22.2,80.5,9.4,8,11,1,1,2,2,2.2,602,9.1
Chris Howell,171592,QB,LIUSHAR,5,50.0,62,65,13.0,2.88,2,3,4.6,40.0,26,0,23,16.1,74,5,16,1298,56.5,54.7,45.4,67.4,0,4,74,0,17.4,32.7,5.4,4,5,0,1,1,6,8.1,278,4.3
Davis Harsin,186187,QB,IDAHO ST,6,74.6,59,65,8.9,2.6,2,4,5.8,58.5,38,0,21,13.6,68,6,22,186,47.2,81.1,79.1,70.1,1,2,73,2,0.0,105.7,0.0,0,3,0,3,7,1,1.4,497,7.6
Isaiah Freeman,167256,QB,HAMPTON,4,65.0,60,65,9.0,2.57,1,0,0.0,53.8,35,0,27,10.3,78,4,19,178,45.8,54.9,40.4,72.3,2,2,83,1,25.9,71.5,9.0,7,6,0,2,3,3,3.6,343,5.3
Chase Spellman,185234,QB,DRAKE,3,73.2,56,61,6.4,2.53,1,1,1.5,65.6,40,0,20,2.4,73,1,23,153,52.0,54.7,50.3,64.1,2,2,77,2,20.0,89.7,5.5,4,7,2,0,2,5,6.5,522,8.6
Brock Riddle,185493,QB,INDIANA ST,6,53.6,56,61,9.7,2.53,2,2,3.2,45.9,28,0,26,6.7,71,2,15,191,28.9,51.0,56.7,39.9,3,3,73,0,19.2,58.4,7.0,5,5,0,0,3,4,5.5,324,5.3
Colton Fitzgerald,145980,QB,W GEORGIA,5,56.4,55,60,9.1,2.41,1,2,3.1,45.0,27,0,9,12.9,65,4,16,1177,47.3,44.5,44.3,53.9,1,2,69,0,11.1,56.1,1.5,1,4,0,3,1,4,5.8,358,6.0
Amari Powell,165320,QB,STTHOM,5,66.7,57,59,9.6,2.38,0,5,8.2,59.3,35,0,10,7.9,61,3,23,1129,40.2,60.9,63.6,56.8,1,2,63,1,10.0,110.6,1.6,1,1,0,1,5,4,6.3,636,10.8
Cobey Thompkins,192469,QB,CITADEL,12,70.2,57,57,11.6,2.88,0,7,11.7,63.2,36,0,24,10.0,77,4,21,139,35.3,72.1,66.2,68.9,0,1,81,5,33.3,108.0,10.4,8,12,0,0,4,4,4.9,509,8.9
Vinson Berry,191788,QB,NORFOLK,4,57.4,54,55,7.6,2.54,1,2,3.5,50.9,28,0,18,9.7,64,3,14,244,71.1,45.8,49.0,55.9,0,2,66,1,38.9,76.9,10.9,7,2,0,0,4,2,3.0,308,5.6
Isaac Lee,202007,QB,W CAROLINA,5,66.7,51,55,7.0,2.54,0,0,0.0,58.2,32,0,21,5.9,64,2,15,344,36.5,52.1,49.1,59.9,2,2,66,0,14.3,69.0,4.7,3,5,0,2,2,3,4.5,283,5.1
Eli Anderson,201571,QB,NWSTATE,7,64.4,45,53,5.8,2.86,0,2,3.7,54.7,29,0,26,0.0,62,0,16,257,40.2,54.0,61.8,47.7,1,1,63,1,19.2,75.2,8.1,5,4,0,7,2,2,3.2,290,5.5
Liam Poronsky,188956,QB,DAYTON,3,66.0,47,51,11.1,2.52,1,3,5.8,60.8,31,0,9,0.0,59,0,17,150,47.8,58.8,65.0,46.8,1,1,62,0,22.2,91.5,3.4,2,5,0,2,3,1,1.6,334,6.5
Jarrin Alley,191827,QB,BUTLER,3,57.4,47,50,6.2,2.39,0,1,2.0,54.0,27,0,14,0.0,55,0,12,127,72.3,50.5,48.6,58.5,1,2,56,0,21.4,50.0,5.5,3,2,0,2,0,2,3.6,235,4.7
Chandler Wilson,177935,QB,VA MILT IN,6,64.3,42,49,5.9,2.5,4,0,0.0,51.0,25,0,17,7.4,62,2,10,336,47.9,45.0,46.9,49.7,0,1,64,0,41.2,60.0,11.3,7,6,0,3,1,2,3.1,201,4.1
John Austin Wood,209837,QB,N ALABAMA,5,62.8,43,49,8.1,2.57,3,0,0.0,51.0,25,0,28,7.4,68,2,14,389,21.3,41.3,45.4,45.8,2,1,73,0,35.7,74.0,14.7,10,8,0,1,2,5,6.8,286,5.8
Earl Woods III,170445,QB,HAMPTON,7,79.5,44,47,2.4,2.81,1,0,0.0,68.1,32,0,20,8.6,59,3,14,178,39.8,64.1,47.8,74.1,2,1,65,1,10.0,81.7,3.4,2,9,0,0,1,3,4.6,278,5.9
Jett Peddy,200923,QB,FL A&M,3,60.5,43,47,8.4,2.24,3,3,6.3,44.7,21,0,11,19.2,52,5,11,164,70.9,63.0,64.6,52.8,0,4,53,0,27.3,26.7,5.8,3,2,0,1,0,2,3.8,258,5.5
